代號,名稱,產業,目前股價,MA240,240MA乖離率,指標1得分(殖利率),指標2得分(填息),指標3得分(連續配息),指標4得分(上市時間),指標5得分(連續獲利),指標6得分(ROA),指標7得分(本業佔比),總分,評級,5年平均殖利率,5年平均填息天數,10年平均ROA,平均本業佔比
3556,禾瑞亞,半導體,42.05,39.4025,6.719116807309164,1,0,1,1,1,1,1,6,入選,4.923898336504761,42.0,13.18114394192043,0.8867821514502847
1477,聚陽,傳統產業,309.0,288.5416666666667,7.090252707581221,1,1,0,1,1,2,1,7,入選,4.605815639245017,65.0,13.819008538437817,0.9830928408412689
2493,揚博,電子,111.0,103.5875,7.155786171111374,1,0,1,1,1,2,1,7,入選,5.297145457054488,43.75,10.550060816020729,0.9964174184594927
8083,瑞穎,傳統產業,167.0,155.72708333333333,7.238892827997705,1,0,1,1,1,2,1,7,入選,5.480641390995681,159.0,19.292339411006523,0.983715476282969
8028,昇陽半導體,電子,164.5,152.57000000000002,7.819361604509391,0,1,1,1,1,1,1,6,入選,1.8906160936687937,13.8,5.3735558447327385,0.8261374170582357
4953,緯軟,其他,119.5,110.71000000000001,7.939662180471495,1,1,1,1,1,1,1,7,入選,4.5987916546733105,85.4,9.485655506470632,0.9044166038062912
6432,今展科,電子,32.2,29.80666666666667,8.02952359651085,1,1,1,1,1,1,0,6,入選,4.297957089309276,118.0,5.074921012058127,0.6135867578673087
3689,湧德,電子,107.5,99.49833333333332,8.042010753948992,1,2,1,1,1,0,1,7,入選,4.033866796544752,5.6,4.180880687616886,0.7576210109331816
3430,奇鈦科,傳統產業,62.9,58.033541666666665,8.385595973592858,0,1,1,1,1,1,1,6,入選,3.8245049167990195,65.6,7.089787143179808,0.957101007157711
4987,科誠,電子,81.6,75.15249999999999,8.579222248095547,1,0,1,1,1,2,1,7,入選,5.287319046132899,198.5,10.910665850810684,0.9617855679568906
5285,界霖,電子,53.1,48.795625,8.82123141162758,0,1,1,1,1,1,1,6,入選,3.7655409527680304,27.8,6.027572443648834,0.9422429021467202
5511,德昌,傳統產業,67.2,61.7325,8.856761025391812,1,0,1,1,1,1,1,6,入選,5.8937410618065105,94.5,5.603550973447927,0.901815459107489
6213,聯茂,電子,104.0,95.40270833333332,9.011580296680968,0,1,1,1,1,1,1,6,入選,3.402799929429127,136.8,6.63520075788032,0.9314297494692662
5315,光聯,電子,24.55,22.504374999999996,9.08989918626936,2,1,1,1,1,1,1,8,入選,6.142133280728517,144.0,10.471218080723109,0.7933783156551719
6530,創威,電子,62.7,57.34708333333333,9.334243967653117,1,1,1,1,1,1,1,7,入選,4.229682862206388,20.6,7.0062359811201365,0.9429025077830661
6449,鈺邦,電子,157.5,144.02374999999998,9.356963695223893,0,1,1,1,1,1,1,6,入選,3.4039071349048875,42.4,6.896120541984449,0.8792103428460158
5007,三星,傳統產業,58.4,53.385000000000005,9.394024538728093,1,1,1,1,1,2,1,8,入選,4.941234742487453,284.4,12.242702169707949,0.9193746230756791
3455,由田,電子,105.5,96.42291666666667,9.413823650152326,2,1,1,1,1,1,1,8,入選,6.5234922571524745,88.4,8.20307708680569,0.9211703566305612
3587,閎康,其他,205.0,186.2,10.096670247046195,0,1,1,1,1,2,1,7,入選,3.2718934267345197,45.0,9.30122481714274,0.9517152695591429
6613,朋億*,其他,203.0,184.10625,10.262416403571315,2,1,0,1,1,1,1,7,入選,6.516095534787123,34.5,10.314866248589956,0.9632064584387653
5434,崇越,其他,320.0,288.6041666666667,10.878510070020926,1,1,1,1,1,2,1,8,入選,4.8572435405797005,87.6,9.282799429916174,0.8128887776330098
3026,禾伸堂,電子,102.0,91.92041666666667,10.965554442475147,2,0,1,1,1,1,1,7,入選,6.185325229320883,401.75,7.312433998008442,0.8595221594299447
3444,利機,其他,66.7,59.691874999999996,11.740500696284053,1,1,0,1,1,2,1,7,入選,4.245425193316552,27.25,7.985042197584856,0.7208840320336676
6417,韋僑,電子,109.5,97.43249999999999,12.38549765222078,0,2,1,1,1,1,1,7,入選,1.9731719879627594,11.6,7.205081188375745,0.9351405272511011
5439,高技,電子,282.0,250.87708333333333,12.405643533935113,0,1,1,1,1,2,1,7,入選,3.962728795785135,25.0,9.93768884216884,0.9806048725194264
8048,德勝,電子,52.9,46.99104166666667,12.574648536733504,1,1,1,1,1,2,1,8,入選,4.948885620946598,246.2,11.930989293084545,0.7516620030845961
1570,力肯,傳統產業,30.35,26.75583333333333,13.433207711713969,1,1,1,1,1,1,1,7,入選,4.724329618967563,67.0,8.434419872198509,0.7253258808283565
6261,久元,半導體,71.1,62.56041666666667,13.650138199740239,2,1,0,1,1,1,1,7,入選,6.468736904311004,258.0,6.935359975324296,0.9306610150380743
6470,宇智,電子,53.4,46.70645833333333,14.331083763398178,1,1,1,1,1,2,1,8,入選,5.1798074161649135,149.2,9.656123354276803,0.9526250131249752
2455,全新,電子,156.5,136.61749999999998,14.553406408403042,0,1,1,1,1,2,1,7,入選,2.5434914852510895,53.0,12.674514054420028,0.963460994537223
3402,漢科,其他,127.0,110.84333333333333,14.576128469611763,2,1,1,1,1,1,1,8,入選,6.022718099256949,43.4,6.593255750088625,0.9159349998492248
2472,立隆電,電子,102.5,88.93666666666667,15.250552827855026,1,1,1,1,1,2,1,8,入選,4.566892848322798,140.8,8.734034420187797,0.9286451056771489
2421,建準,電子,143.0,123.90208333333334,15.413717148958348,0,1,1,1,1,1,1,6,入選,3.5165978575278047,48.4,7.976864122089893,0.8645132047667733
3551,世禾,其他,177.5,153.45083333333332,15.672229432880247,0,2,1,1,1,1,1,7,入選,3.730957426135995,12.2,6.0012834868556615,0.9208190019800826
5234,達興材料,電子,329.5,283.66875,16.156608720558754,0,1,1,1,1,2,1,7,入選,3.942151270416683,52.6,12.904867464689284,0.968973784743854
6568,宏觀,半導體,138.0,117.51291666666665,17.433899110381496,0,1,1,1,1,1,1,6,入選,2.362938785382409,69.2,12.511652967371978,0.8536339750657916
5425,台半,半導體,60.8,51.72354166666666,17.54802173413944,0,1,1,1,1,1,1,6,入選,3.276536987377972,38.4,8.927906023698297,0.9528310108085835
3010,華立,其他,120.0,101.87583333333333,17.790447521901662,1,0,1,1,1,1,1,6,入選,5.569751434926443,51.5,5.299414303467755,0.7878929522334212
3357,臺慶科,電子,146.0,123.56208333333333,18.159224951019898,1,1,1,1,1,2,1,8,入選,4.874084138273189,37.8,8.908351582239414,0.8320585524194797
8436,大江,生技醫療,152.5,128.31458333333333,18.848533064895847,1,1,1,1,1,2,1,8,入選,4.885990452407967,81.8,12.845268356482592,0.8756070878229384
6664,群翊,電子,282.0,237.25625,18.858828797976873,1,1,1,1,1,2,1,8,入選,4.751415283085986,45.4,9.610626729198685,0.905287408288701
6005,群益證,金融,28.95,24.347916666666666,18.90134337297852,1,1,1,1,1,1,N/A,6,入選,6.853585052658215,132.6,1.8821502595532684,
6669,緯穎,電子,3605.0,3031.0416666666665,18.936009347721498,0,1,1,1,1,1,1,6,入選,3.030569746003564,29.2,11.574076267047921,1.0133725024440698
3036,文曄,其他,152.5,128.01333333333335,19.12821581085302,1,1,1,1,1,0,1,6,入選,4.75857188522715,97.4,3.316249368560192,1.240353283240844
1215,卜蜂,食品餐飲,148.0,123.92208333333333,19.429883697081163,1,1,1,1,1,2,1,8,入選,4.250670155251623,240.6,8.499404128804372,0.9893814148949029
2484,希華,電子,26.8,22.316666666666666,20.089619118745336,1,1,1,1,1,1,1,7,入選,4.193856584955088,141.8,5.837604257130419,0.8077912285885003
2478,大毅,電子,61.4,50.24270833333333,22.206787883813988,1,1,1,1,1,1,1,7,入選,4.647577818520439,412.2,6.4750662345339105,0.8884262673799682
3030,德律,電子,183.5,149.52666666666667,22.72058495697534,1,1,1,1,1,2,1,8,入選,4.635134661446077,274.2,14.208529368515775,0.9638326508488703
3211,順達,電子,319.0,257.00208333333336,24.12350742941447,2,1,1,1,1,1,0,7,入選,7.741629657716439,255.0,6.65201371474632,0.5782994753243929
3324,雙鴻,其他,938.0,747.48125,25.488097527529945,0,1,1,1,1,1,1,6,入選,2.3636151310870153,14.4,10.252630657293832,0.8972783707439334
5469,瀚宇博,電子,94.4,74.25541666666668,27.1287728729105,1,1,1,1,1,0,1,6,入選,4.717647595165171,42.6,4.2843340286484,0.8612620680916414
6138,茂達,半導體,249.5,193.75416666666666,28.7714242704458,1,1,1,1,1,2,1,8,入選,4.679077242682306,25.0,13.675677302450628,0.9237615578147393
6290,良維,電子,158.5,122.24375,29.6589805204765,1,1,1,1,1,1,1,7,入選,4.1169679130449275,121.6,7.962591254175256,0.7759193858053266
2441,超豐,電子,86.3,66.03333333333333,30.69156991418475,1,1,1,1,1,2,1,8,入選,5.244323609596419,229.2,12.348984860853744,0.9319155273786723
6435,大中,半導體,137.5,105.10125,30.82622709054365,0,1,1,1,1,2,1,7,入選,3.8891522879368368,33.8,14.877028848068424,0.8842244581892744
2303,聯電,電子,60.7,46.16604166666666,31.481924394283347,1,1,0,1,1,1,1,6,入選,5.310317749598787,219.5,6.590651830812862,0.8683534106313141
1560,中砂,傳統產業,415.0,312.675,32.72567362277125,0,1,1,1,1,2,1,7,入選,2.3396989400984696,53.8,9.93157264787444,0.9672601069077901
8390,金益鼎,其他,94.0,70.55708333333334,33.22546165338939,1,1,1,1,0,1,1,6,入選,4.1877821495184016,38.4,5.96912278626227,0.8700018946246125
4722,國精化,傳統產業,151.0,112.11354166666666,34.68488976019475,1,1,1,1,1,1,1,7,入選,4.070972400311742,132.4,7.631127811096372,0.8782145298075171
3624,光頡,電子,55.0,40.50979166666666,35.76964417039093,0,1,1,1,1,1,1,6,入選,3.2419386336751983,52.2,6.810382715821456,0.9432431114780953
2467,志聖,電子,242.5,178.33125,35.98289699646023,1,1,1,1,0,1,1,6,入選,4.702148184752314,213.6,5.422738558885463,0.7639716757778261
5347,世界,半導體,136.5,97.02083333333333,40.69143225252309,1,1,1,1,1,2,1,8,入選,4.3180301518499205,183.8,13.724016391836951,0.8755336346681512
6257,矽格,電子,125.5,87.67625,43.14024607576169,1,1,0,1,1,2,1,7,入選,5.977684429872545,14.75,7.290460480137014,0.8848030522019839
8039,台虹,電子,84.7,58.518125000000005,44.74147966976043,1,1,1,1,1,1,1,7,入選,4.56533401930575,264.8,5.185740682531245,0.9566727608673871
3044,健鼎,電子,390.5,267.05625,46.223876056074346,1,1,1,1,1,1,1,7,入選,5.112272991835054,199.0,7.40597663220944,0.8599186913526353
8103,瀚荃,電子,86.9,58.875,47.600849256900226,1,1,1,1,1,1,1,7,入選,4.438058694511001,22.6,5.128646443054883,0.9078947104314137
8155,博智,電子,215.0,145.06541666666666,48.208997664846606,1,1,1,1,1,1,1,7,入選,4.074412067892541,171.4,10.944750999801544,0.9594462697283941
6285,啟碁,電子,183.0,121.97749999999999,50.02766903732246,0,1,1,1,1,1,1,6,入選,3.6541379282504494,145.0,5.428134971721758,0.8372425520213651
1519,華城,傳統產業,942.0,618.66875,52.26241829735216,0,1,1,1,1,1,1,6,入選,1.7500649954359253,161.4,6.974638920626267,0.8430526080228853
8210,勤誠,電子,900.0,580.1125,55.142321532461395,0,1,1,1,1,2,1,7,入選,3.1007154059806816,12.6,11.012717449684427,0.9257999615718175
8271,宇瞻,電子,112.0,71.91000000000001,55.750243359755224,2,1,1,1,1,1,1,8,入選,4.911448797701191,158.6,8.26368236844786,0.9452491516033843
3017,奇鋐,電子,1490.0,947.2270833333333,57.30124552146727,0,1,1,1,1,1,1,6,入選,2.1732374562263246,46.4,5.580656775374442,0.9793383132767272
3653,健策,電子,2955.0,1828.5458333333333,61.603824532700166,0,2,1,1,1,1,1,7,入選,1.5321476217569259,5.0,10.185362404635537,0.9780784761265385
8088,品安,半導體,60.2,36.94541666666667,62.943080445251454,1,1,1,1,1,1,0,6,入選,4.888980261011183,137.2,7.780502031954663,0.03508144821512662
8150,南茂,電子,57.9,33.858125,71.00769756151587,1,1,1,1,1,1,1,7,入選,5.5255810113232915,258.8,6.514782932738067,0.9069079332156462
6274,台燿,電子,495.0,287.81666666666666,71.98448086165963,1,1,1,1,1,1,1,7,入選,4.647324590297896,176.2,8.513293952725272,0.9639616175178739
2308,台達電,電子,1175.0,669.4354166666667,75.52103918413837,0,1,1,1,1,2,1,7,入選,2.101238636096645,130.4,8.24969921375676,0.8934488100045026
3264,欣銓,半導體,153.5,85.44125000000001,79.65561131186631,1,1,1,1,1,2,1,8,入選,4.770563341271846,219.4,8.256590115363128,0.9864193847705802
5274,信驊,半導體,9040.0,5030.979166666667,79.68669120905058,0,1,1,1,1,2,1,7,入選,1.1825549318222686,47.6,27.734120260930773,0.9646628536202064
2449,京元電子,半導體,285.0,151.75125,87.80734919811204,1,1,1,1,1,1,1,7,入選,4.744894786304857,45.2,6.9101121504153635,1.0053954902358195
6223,旺矽,半導體,2630.0,1359.78125,93.41346264334797,0,2,1,1,1,1,1,7,入選,3.0382024181285887,0.2,7.862483466022186,0.9347100535614075
8074,鉅橡,電子,59.1,30.081458333333334,96.46653877319224,2,1,1,1,1,1,1,8,入選,5.030326770174045,207.6,5.010679485418254,0.9378362767982203
8131,福懋科,電子,71.1,35.469791666666666,100.45226278229713,1,1,1,1,1,1,1,7,入選,5.418907598027793,390.6,9.797259677345455,0.7933024378312281
8996,高力,傳統產業,773.0,379.71458333333334,103.5739563158732,0,2,1,1,1,1,1,7,入選,1.7877233174089777,4.4,6.838947008218739,1.0008331575509675
5289,宜鼎,電子,743.0,349.72291666666666,112.45390696205926,1,1,1,1,1,2,1,8,入選,4.15300520972092,91.8,16.014229869981257,0.952033666301792
3485,敘豐,電子,176.0,80.35833333333333,119.01897749662969,2,1,1,1,1,1,1,8,入選,6.924937010549529,164.2,7.048551257990271,0.8425123384367007
2313,華通,電子,172.0,76.8125,123.92188771358828,0,1,1,1,1,1,1,6,入選,3.8099445757062815,34.4,6.379246733343775,0.9858467044818895
3491,昇達科,電子,1165.0,462.1458333333333,152.08492990127579,0,1,1,1,1,2,1,7,入選,2.4069770341782366,10.0,9.415300922614232,0.7467773349965606
